titolo_corretto,numero,anno,link,titolo_originale,numero_e_anno_da_webpage
Cine sorriso illustrato,23,1930,http://www.rivistecinema.it/catalogs/C5-100909,Cine sorriso illustrato,N. 23 del 1930
Cine sorriso illustrato,24,1930,http://www.rivistecinema.it/catalogs/C5-100910,Cine sorriso illustrato,N. 24 del 1930
Cine sorriso illustrato,25,1930,http://www.rivistecinema.it/catalogs/C5-100911,Cine sorriso illustrato,N. 25 del 1930
Cine sorriso illustrato,26,1930,http://www.rivistecinema.it/catalogs/C5-100912,Cine sorriso illustrato,N. 26 del 1930
Cine sorriso illustrato,27,1930,http://www.rivistecinema.it/catalogs/C5-100913,Cine sorriso illustrato,N. 27 del 1930
Cine sorriso illustrato,28,1930,http://www.rivistecinema.it/catalogs/C5-100914,Cine sorriso illustrato,N. 28 del 1930
Cine sorriso illustrato,29,1930,http://www.rivistecinema.it/catalogs/C5-100915,Cine sorriso illustrato,N. 29 del 1930
Cine sorriso illustrato,30,1930,http://www.rivistecinema.it/catalogs/C5-100916,Cine sorriso illustrato,N. 30 del 1930
Cine sorriso illustrato,31,1930,http://www.rivistecinema.it/catalogs/C5-100917,Cine sorriso illustrato,N. 31 del 1930
Cine sorriso illustrato,32,1930,http://www.rivistecinema.it/catalogs/C5-100918,Cine sorriso illustrato,N. 32 del 1930
Cine sorriso illustrato,33,1930,http://www.rivistecinema.it/catalogs/C5-100919,Cine sorriso illustrato,N. 33 del 1930
Cine sorriso illustrato,34,1930,http://www.rivistecinema.it/catalogs/C5-100920,Cine sorriso illustrato,N. 34 del 1930
Cine sorriso illustrato,35,1930,http://www.rivistecinema.it/catalogs/C5-100921,Cine sorriso illustrato,N. 35 del 1930
Cine sorriso illustrato,36,1930,http://www.rivistecinema.it/catalogs/C5-100922,Cine sorriso illustrato,N. 36 del 1930
Cine sorriso illustrato,37,1930,http://www.rivistecinema.it/catalogs/C5-100923,Cine sorriso illustrato,N. 37 del 1930
Cine sorriso illustrato,38,1930,http://www.rivistecinema.it/catalogs/C5-100924,Cine sorriso illustrato,N. 38 del 1930
Cine sorriso illustrato,39,1930,http://www.rivistecinema.it/catalogs/C5-100925,Cine sorriso illustrato,N. 39 del 1930
Cine sorriso illustrato,40,1930,http://www.rivistecinema.it/catalogs/C5-100926,Cine sorriso illustrato,N. 40 del 1930
Cine sorriso illustrato,41,1930,http://www.rivistecinema.it/catalogs/C5-100927,Cine sorriso illustrato,N. 41 del 1930
Cine sorriso illustrato,42,1930,http://www.rivistecinema.it/catalogs/C5-100928,Cine sorriso illustrato,N. 42 del 1930
Cine sorriso illustrato,43,1930,http://www.rivistecinema.it/catalogs/C5-100929,Cine sorriso illustrato,N. 43 del 1930
Cine sorriso illustrato,44,1930,http://www.rivistecinema.it/catalogs/C5-100930,Cine sorriso illustrato,N. 44 del 1930
Cine sorriso illustrato,45,1930,http://www.rivistecinema.it/catalogs/C5-100931,Cine sorriso illustrato,N. 45 del 1930
Cine sorriso illustrato,46,1930,http://www.rivistecinema.it/catalogs/C5-100932,Cine sorriso illustrato,N. 46 del 1930
Cine sorriso illustrato,47,1930,http://www.rivistecinema.it/catalogs/C5-100933,Cine sorriso illustrato,N. 47 del 1930
Cine sorriso illustrato,48,1930,http://www.rivistecinema.it/catalogs/C5-100934,Cine sorriso illustrato,N. 48 del 1930
Cine sorriso illustrato,49,1930,http://www.rivistecinema.it/catalogs/C5-100935,Cine sorriso illustrato,N. 49 del 1930
Cine sorriso illustrato,50,1930,http://www.rivistecinema.it/catalogs/C5-100936,Cine sorriso illustrato,N. 50 del 1930
Cine sorriso illustrato,51,1930,http://www.rivistecinema.it/catalogs/C5-100937,Cine sorriso illustrato,N. 51 del 1930
Cine sorriso illustrato,52,1930,http://www.rivistecinema.it/catalogs/C5-100938,Cine sorriso illustrato,N. 52 del 1930
Cine sorriso illustrato,01,1931,http://www.rivistecinema.it/catalogs/C5-100939,Cine sorriso illustrato,N. 01 del 1931
Cine sorriso illustrato,02,1931,http://www.rivistecinema.it/catalogs/C5-100940,Cine sorriso illustrato,N. 02 del 1931
Cine sorriso illustrato,03,1931,http://www.rivistecinema.it/catalogs/C5-100941,Cine sorriso illustrato,N. 03 del 1931
Cine sorriso illustrato,04,1931,http://www.rivistecinema.it/catalogs/C5-100942,Cine sorriso illustrato,N. 04 del 1931
Cine sorriso illustrato,05,1931,http://www.rivistecinema.it/catalogs/C5-100943,Cine sorriso illustrato,N. 05 del 1931
Cine sorriso illustrato,06,1931,http://www.rivistecinema.it/catalogs/C5-100944,Cine sorriso illustrato,N. 06 del 1931
Cine sorriso illustrato,07,1931,http://www.rivistecinema.it/catalogs/C5-100945,Cine sorriso illustrato,N. 07 del 1931
Cine sorriso illustrato,08,1931,http://www.rivistecinema.it/catalogs/C5-100946,Cine sorriso illustrato,N. 08 del 1931
Cine sorriso illustrato,09,1931,http://www.rivistecinema.it/catalogs/C5-100947,Cine sorriso illustrato,N. 09 del 1931
Cine sorriso illustrato,10,1931,http://www.rivistecinema.it/catalogs/C5-100948,Cine sorriso illustrato,N. 10 del 1931
Cine sorriso illustrato,11,1931,http://www.rivistecinema.it/catalogs/C5-100949,Cine sorriso illustrato,N. 11 del 1931
Cine sorriso illustrato,12,1931,http://www.rivistecinema.it/catalogs/C5-100950,Cine sorriso illustrato,N. 12 del 1931
Cine sorriso illustrato,13,1931,http://www.rivistecinema.it/catalogs/C5-100951,Cine sorriso illustrato,N. 13 del 1931
Cine sorriso illustrato,14,1931,http://www.rivistecinema.it/catalogs/C5-100952,Cine sorriso illustrato,N. 14 del 1931
Cine sorriso illustrato,15,1931,http://www.rivistecinema.it/catalogs/C5-100953,Cine sorriso illustrato,N. 15 del 1931
Cine sorriso illustrato,16,1931,http://www.rivistecinema.it/catalogs/C5-100954,Cine sorriso illustrato,N. 16 del 1931
Cine sorriso illustrato,17,1931,http://www.rivistecinema.it/catalogs/C5-100955,Cine sorriso illustrato,N. 17 del 1931
Cine sorriso illustrato,18,1931,http://www.rivistecinema.it/catalogs/C5-100956,Cine sorriso illustrato,N. 18 del 1931
Cine sorriso illustrato,19,1931,http://www.rivistecinema.it/catalogs/C5-100957,Cine sorriso illustrato,N. 19 del 1931
Cine sorriso illustrato,20,1931,http://www.rivistecinema.it/catalogs/C5-100958,Cine sorriso illustrato,N. 20 del 1931
Cine sorriso illustrato,21,1931,http://www.rivistecinema.it/catalogs/C5-100959,Cine sorriso illustrato,N. 21 del 1931
Cine sorriso illustrato,22,1931,http://www.rivistecinema.it/catalogs/C5-100960,Cine sorriso illustrato,N. 22 del 1931
Cine sorriso illustrato,23,1931,http://www.rivistecinema.it/catalogs/C5-100961,Cine sorriso illustrato,N. 23 del 1931
Cine sorriso illustrato,24,1931,http://www.rivistecinema.it/catalogs/C5-100962,Cine sorriso illustrato,N. 24 del 1931
Cine sorriso illustrato,25,1931,http://www.rivistecinema.it/catalogs/C5-100963,Cine sorriso illustrato,N. 25 del 1931
Cine sorriso illustrato,26,1931,http://www.rivistecinema.it/catalogs/C5-100964,Cine sorriso illustrato,N. 26 del 1931
Cine sorriso illustrato,27,1931,http://www.rivistecinema.it/catalogs/C5-100965,Cine sorriso illustrato,N. 27 del 1931
Coltura cinematografica,07,1920,http://www.rivistecinema.it/catalogs/C5-101504,Coltura cinematografica,N. 07 del 1920
Coltura cinematografica,03,1921,http://www.rivistecinema.it/catalogs/C5-101505,Coltura cinematografica,N. 03 del 1921
Contropelo,20,1917,http://www.rivistecinema.it/catalogs/C5-101508,Contropelo,N. 20 del 1917
Contropelo,52,1918,http://www.rivistecinema.it/catalogs/C5-101509,Contropelo,N. 52 del 1918
Contropelo,16,1919,http://www.rivistecinema.it/catalogs/C5-101510,Contropelo,N. 16 del 1919
Contropelo,21,1919,http://www.rivistecinema.it/catalogs/C5-101511,Contropelo,N. 21 del 1919
Contropelo,22,1919,http://www.rivistecinema.it/catalogs/C5-101512,Contropelo,N. 22 del 1919
Contropelo,25,1919,http://www.rivistecinema.it/catalogs/C5-101513,Contropelo,N. 25 del 1919
Contropelo,31,1919,http://www.rivistecinema.it/catalogs/C5-101514,Contropelo,N. 31 del 1919
Contropelo,38,1919,http://www.rivistecinema.it/catalogs/C5-101515,Contropelo,N. 38 del 1919
Contropelo,40,1919,http://www.rivistecinema.it/catalogs/C5-101516,Contropelo,N. 40 del 1919
Contropelo,41,1919,http://www.rivistecinema.it/catalogs/C5-101517,Contropelo,N. 41 del 1919
Contropelo,45,1919,http://www.rivistecinema.it/catalogs/C5-101518,Contropelo,N. 45 del 1919
Contropelo,26,1920,http://www.rivistecinema.it/catalogs/C5-101519,Contropelo,N. 26 del 1920
Contropelo,03,1923,http://www.rivistecinema.it/catalogs/C5-101520,Contropelo,N. 03 del 1923
Corriere del cinematografo,02,1921,http://www.rivistecinema.it/catalogs/C5-101544,Corriere del cinematografo,N. 02 del 1921
Cronache d’attualità,02,1916,http://www.rivistecinema.it/catalogs/C5-101545,Cronache d’attualità,N. 02 del 1916
Cronache d’attualità,03,1916,http://www.rivistecinema.it/catalogs/C5-101546,Cronache d’attualità,N. 03 del 1916
Cronache d’attualità,04,1916,http://www.rivistecinema.it/catalogs/C5-101547,Cronache d’attualità,N. 04 del 1916
Cronache d’attualità,05,1916,http://www.rivistecinema.it/catalogs/C5-101548,Cronache d’attualità,N. 05 del 1916
Cronache d’attualità,06,1916,http://www.rivistecinema.it/catalogs/C5-101549,Cronache d’attualità,N. 06 del 1916
Cronache d’attualità,16,1919,http://www.rivistecinema.it/catalogs/C5-101550,Cronache d’attualità,N. 16 del 1919
Cronache d’attualità,19,1919,http://www.rivistecinema.it/catalogs/C5-101551,Cronache d’attualità,N. 19 del 1919
Cronache d’attualità,(luglio),1921,http://www.rivistecinema.it/catalogs/C5-101553,Cronache d’attualità,1921
Cronache d’attualità,(gennaio),1921,http://www.rivistecinema.it/catalogs/C5-101552,Cronache d’attualità,1921
Cronache d’attualità,(gennaio-maggio),1922,http://www.rivistecinema.it/catalogs/C5-101554,Cronache d’attualità,1922
Cyrano,01,1913,http://www.rivistecinema.it/catalogs/C5-101555,Cyrano,N. 01 del 1913
Cyrano,03,1913,http://www.rivistecinema.it/catalogs/C5-101556,Cyrano,N. 03 del 1913
Echi del cinema,numero unico straordinario (16 ottobre),1926,http://www.rivistecinema.it/catalogs/C5-101560,Echi del cinema,1926
Eco film: periodico quindicinale cinematografico,01,1913,http://www.rivistecinema.it/catalogs/C5-100542,Eco film : periodico quindicinale cinematografico,N. 1 del 1913
Eco film: periodico quindicinale cinematografico,02,1913,http://www.rivistecinema.it/catalogs/C5-100543,Eco film : periodico quindicinale cinematografico,N. 2 del 1913
Eco film: periodico quindicinale cinematografico,03,1913,http://www.rivistecinema.it/catalogs/C5-100544,Eco film : periodico quindicinale cinematografico,N. 3 del 1913
Eco film: periodico quindicinale cinematografico,04,1913,http://www.rivistecinema.it/catalogs/C5-100545,Eco film : periodico quindicinale cinematografico,N. 4 del 1913
Excelsior,05,1916,http://www.rivistecinema.it/catalogs/C5-101634,Excelsior,N. 05 del 1916
Fantasma [Napoli / Roma],09,1916,http://www.rivistecinema.it/catalogs/C5-101637,Fantasma [Napoli / Roma],N. 09 del 1916
Fantasma [Napoli / Roma],01,1920,http://www.rivistecinema.it/catalogs/C5-101636,Fantasma [Napoli / Roma],N. 01 del 1920
Fantasma [Napoli / Roma],(30 novembre),1923,http://www.rivistecinema.it/catalogs/C5-101635,Fantasma [Napoli / Roma],1923
Fantasma [Roma],01,1920,http://www.rivistecinema.it/catalogs/C5-101638,Fantasma [Roma],N. 01 del 1920
Fiandreide,numero unico,1908,http://www.rivistecinema.it/catalogs/C5-101640,Fiandreide,1908
Figure mute: rivista cinematografica,03,1919,http://www.rivistecinema.it/catalogs/C5-100546,Figure mute : rivista cinematografica,N. 3 del 1919
Film,22,1914,http://www.rivistecinema.it/catalogs/C5-101641,Film,N. 22 del 1914
Film,34,1915,http://www.rivistecinema.it/catalogs/C5-101642,Film,N. 34 del 1915
Film,13,1916,http://www.rivistecinema.it/catalogs/C5-101643,Film,N. 13 del 1916
Film,15,1916,http://www.rivistecinema.it/catalogs/C5-101644,Film,N. 15 del 1916
Film,16,1916,http://www.rivistecinema.it/catalogs/C5-101645,Film,N. 16 del 1916
Film,20,1916,http://www.rivistecinema.it/catalogs/C5-101646,Film,N. 20 del 1916
Film,21,1916,http://www.rivistecinema.it/catalogs/C5-101647,Film,N. 21 del 1916
Film,22,1916,http://www.rivistecinema.it/catalogs/C5-101648,Film,N. 22 del 1916
Film,23,1916,http://www.rivistecinema.it/catalogs/C5-101649,Film,N. 23 del 1916
Film,24,1916,http://www.rivistecinema.it/catalogs/C5-101650,Film,N. 24 del 1916
Film,25,1916,http://www.rivistecinema.it/catalogs/C5-101651,Film,N. 25 del 1916
Film,26,1916,http://www.rivistecinema.it/catalogs/C5-101652,Film,N. 26 del 1916
Film,27,1916,http://www.rivistecinema.it/catalogs/C5-101653,Film,N. 27 del 1916
Film,28,1916,http://www.rivistecinema.it/catalogs/C5-101654,Film,N. 28 del 1916
Film,29,1916,http://www.rivistecinema.it/catalogs/C5-101655,Film,N. 29 del 1916
Film,30,1916,http://www.rivistecinema.it/catalogs/C5-101656,Film,N. 30 del 1916
Film,31,1916,http://www.rivistecinema.it/catalogs/C5-101657,Film,N. 31 del 1916
Film,32,1916,http://www.rivistecinema.it/catalogs/C5-101658,Film,N. 32 del 1916
Film,33,1916,http://www.rivistecinema.it/catalogs/C5-101659,Film,N. 33 del 1916
Film,34,1916,http://www.rivistecinema.it/catalogs/C5-101660,Film,N. 34 del 1916
Film,35,1916,http://www.rivistecinema.it/catalogs/C5-101661,Film,N. 35 del 1916
Film,36,1916,http://www.rivistecinema.it/catalogs/C5-101662,Film,N. 36 del 1916
Film,37,1916,http://www.rivistecinema.it/catalogs/C5-101663,Film,N. 37 del 1916
Film,38,1916,http://www.rivistecinema.it/catalogs/C5-101664,Film,N. 38 del 1916
Film,39,1916,http://www.rivistecinema.it/catalogs/C5-101665,Film,N. 39 del 1916
Film,40,1916,http://www.rivistecinema.it/catalogs/C5-101666,Film,N. 40 del 1916
Film,42,1916,http://www.rivistecinema.it/catalogs/C5-101667,Film,N. 42 del 1916
Film,01,1917,http://www.rivistecinema.it/catalogs/C5-101670,Film,N. 01 del 1917
Film,03,1917,http://www.rivistecinema.it/catalogs/C5-101671,Film,N. 03 del 1917
Film,04,1917,http://www.rivistecinema.it/catalogs/C5-101672,Film,N. 04 del 1917
Film,05,1917,http://www.rivistecinema.it/catalogs/C5-101673,Film,N. 05 del 1917
Film,06,1917,http://www.rivistecinema.it/catalogs/C5-101674,Film,N. 06 del 1917
Film,07,1917,http://www.rivistecinema.it/catalogs/C5-101675,Film,N. 07 del 1917
Film,08,1917,http://www.rivistecinema.it/catalogs/C5-101676,Film,N. 08 del 1917
Film,09,1917,http://www.rivistecinema.it/catalogs/C5-101677,Film,N. 09 del 1917
Film,10,1917,http://www.rivistecinema.it/catalogs/C5-101678,Film,N. 10 del 1917
Film,11,1917,http://www.rivistecinema.it/catalogs/C5-101679,Film,N. 11 del 1917
Film,12,1917,http://www.rivistecinema.it/catalogs/C5-101680,Film,N. 12 del 1917
Film,13,1917,http://www.rivistecinema.it/catalogs/C5-101681,Film,N. 13 del 1917
Film,14,1917,http://www.rivistecinema.it/catalogs/C5-101682,Film,N. 14 del 1917
Film,15,1917,http://www.rivistecinema.it/catalogs/C5-101683,Film,N. 15 del 1917
Film,16,1917,http://www.rivistecinema.it/catalogs/C5-101684,Film,N. 16 del 1917
Film,17,1917,http://www.rivistecinema.it/catalogs/C5-101685,Film,N. 17 del 1917
Film,18,1917,http://www.rivistecinema.it/catalogs/C5-101686,Film,N. 18 del 1917
Film,19,1917,http://www.rivistecinema.it/catalogs/C5-101687,Film,N. 19 del 1917
Film,20,1917,http://www.rivistecinema.it/catalogs/C5-101688,Film,N. 20 del 1917
Film,21,1917,http://www.rivistecinema.it/catalogs/C5-101689,Film,N. 21 del 1917
Film,22,1917,http://www.rivistecinema.it/catalogs/C5-101690,Film,N. 22 del 1917
Film,23,1917,http://www.rivistecinema.it/catalogs/C5-101691,Film,N. 23 del 1917
Film,24,1917,http://www.rivistecinema.it/catalogs/C5-101692,Film,N. 24 del 1917
Film,25,1917,http://www.rivistecinema.it/catalogs/C5-101693,Film,N. 25 del 1917
Film,26,1917,http://www.rivistecinema.it/catalogs/C5-101694,Film,N. 26 del 1917
Film,27,1917,http://www.rivistecinema.it/catalogs/C5-101695,Film,N. 27 del 1917
Film,28,1917,http://www.rivistecinema.it/catalogs/C5-101696,Film,N. 28 del 1917
Film,29,1917,http://www.rivistecinema.it/catalogs/C5-101697,Film,N. 29 del 1917
Film,30,1917,http://www.rivistecinema.it/catalogs/C5-101698,Film,N. 30 del 1917
Film,31,1917,http://www.rivistecinema.it/catalogs/C5-101699,Film,N. 31 del 1917
Film,32,1917,http://www.rivistecinema.it/catalogs/C5-101700,Film,N. 32 del 1917
Film,33,1917,http://www.rivistecinema.it/catalogs/C5-101701,Film,N. 33 del 1917
Film,34,1917,http://www.rivistecinema.it/catalogs/C5-101702,Film,N. 34 del 1917
Film,35,1917,http://www.rivistecinema.it/catalogs/C5-101703,Film,N. 35 del 1917
Film,36,1917,http://www.rivistecinema.it/catalogs/C5-101704,Film,N. 36 del 1917
Film,37,1917,http://www.rivistecinema.it/catalogs/C5-101705,Film,N. 37 del 1917
Film,38,1917,http://www.rivistecinema.it/catalogs/C5-101706,Film,N. 38 del 1917
Film,39,1917,http://www.rivistecinema.it/catalogs/C5-101707,Film,N. 39 del 1917
Film,supplemento al numero 10,1917,http://www.rivistecinema.it/catalogs/C5-101669,Film,1917
Film,supplemento al numero 8,1917,http://www.rivistecinema.it/catalogs/C5-101668,Film,1917
Film,01,1918,http://www.rivistecinema.it/catalogs/C5-101710,Film,N. 01 del 1918
Film,02,1918,http://www.rivistecinema.it/catalogs/C5-101711,Film,N. 02 del 1918
Film,03,1918,http://www.rivistecinema.it/catalogs/C5-101712,Film,N. 03 del 1918
Film,04,1918,http://www.rivistecinema.it/catalogs/C5-101713,Film,N. 04 del 1918
Film,05,1918,http://www.rivistecinema.it/catalogs/C5-101714,Film,N. 05 del 1918
Film,06,1918,http://www.rivistecinema.it/catalogs/C5-101715,Film,N. 06 del 1918
Film,07,1918,http://www.rivistecinema.it/catalogs/C5-101716,Film,N. 07 del 1918
Film,08,1918,http://www.rivistecinema.it/catalogs/C5-101717,Film,N. 08 del 1918
Film,09,1918,http://www.rivistecinema.it/catalogs/C5-101718,Film,N. 09 del 1918
Film,10,1918,http://www.rivistecinema.it/catalogs/C5-101719,Film,N. 10 del 1918
Film,11,1918,http://www.rivistecinema.it/catalogs/C5-101720,Film,N. 11 del 1918
Film,12,1918,http://www.rivistecinema.it/catalogs/C5-101721,Film,N. 12 del 1918
Film,13,1918,http://www.rivistecinema.it/catalogs/C5-101722,Film,N. 13 del 1918
Film,14,1918,http://www.rivistecinema.it/catalogs/C5-101723,Film,N. 14 del 1918
Film,15,1918,http://www.rivistecinema.it/catalogs/C5-101724,Film,N. 15 del 1918
Film,16,1918,http://www.rivistecinema.it/catalogs/C5-101725,Film,N. 16 del 1918
Film,17,1918,http://www.rivistecinema.it/catalogs/C5-101726,Film,N. 17 del 1918
Film,18,1918,http://www.rivistecinema.it/catalogs/C5-101727,Film,N. 18 del 1918
Film,19,1918,http://www.rivistecinema.it/catalogs/C5-101728,Film,N. 19 del 1918
Film,20,1918,http://www.rivistecinema.it/catalogs/C5-101729,Film,N. 20 del 1918
Film,21,1918,http://www.rivistecinema.it/catalogs/C5-101730,Film,N. 21 del 1918
Film,22,1918,http://www.rivistecinema.it/catalogs/C5-101731,Film,N. 22 del 1918
Film,23,1918,http://www.rivistecinema.it/catalogs/C5-101732,Film,N. 23 del 1918
Film,24,1918,http://www.rivistecinema.it/catalogs/C5-101733,Film,N. 24 del 1918
Film,25,1918,http://www.rivistecinema.it/catalogs/C5-101734,Film,N. 25 del 1918
Film,26,1918,http://www.rivistecinema.it/catalogs/C5-101735,Film,N. 26 del 1918
Film,27,1918,http://www.rivistecinema.it/catalogs/C5-101736,Film,N. 27 del 1918
Film,28,1918,http://www.rivistecinema.it/catalogs/C5-101737,Film,N. 28 del 1918
Film,29,1918,http://www.rivistecinema.it/catalogs/C5-101738,Film,N. 29 del 1918
Film,30,1918,http://www.rivistecinema.it/catalogs/C5-101739,Film,N. 30 del 1918
Film,31,1918,http://www.rivistecinema.it/catalogs/C5-101740,Film,N. 31 del 1918
Film,32,1918,http://www.rivistecinema.it/catalogs/C5-101741,Film,N. 32 del 1918
Film,33,1918,http://www.rivistecinema.it/catalogs/C5-101742,Film,N. 33 del 1918
Film,34,1918,http://www.rivistecinema.it/catalogs/C5-101743,Film,N. 34 del 1918
Film,35,1918,http://www.rivistecinema.it/catalogs/C5-101744,Film,N. 35 del 1918
Film,36,1918,http://www.rivistecinema.it/catalogs/C5-101745,Film,N. 36 del 1918
Film,37,1918,http://www.rivistecinema.it/catalogs/C5-101746,Film,N. 37 del 1918
Film,supplemento al numero 30,1918,http://www.rivistecinema.it/catalogs/C5-101709,Film,1918
Film,supplemento al numero 5,1918,http://www.rivistecinema.it/catalogs/C5-101708,Film,1918
Film,01,1919,http://www.rivistecinema.it/catalogs/C5-101747,Film,N. 01 del 1919
Film,02,1919,http://www.rivistecinema.it/catalogs/C5-101748,Film,N. 02 del 1919
Film,03,1919,http://www.rivistecinema.it/catalogs/C5-101749,Film,N. 03 del 1919
Film,04,1919,http://www.rivistecinema.it/catalogs/C5-101750,Film,N. 04 del 1919
Film,05,1919,http://www.rivistecinema.it/catalogs/C5-101751,Film,N. 05 del 1919
Film,06,1919,http://www.rivistecinema.it/catalogs/C5-101752,Film,N. 06 del 1919
Film,07,1919,http://www.rivistecinema.it/catalogs/C5-101753,Film,N. 07 del 1919
Film,08,1919,http://www.rivistecinema.it/catalogs/C5-101754,Film,N. 08 del 1919
Film,12,1919,http://www.rivistecinema.it/catalogs/C5-101755,Film,N. 12 del 1919
